,GRADE
14183,C
14184,A
14185,A
14186,A
14187,B
14188,A
14189,C
14190,B
14191,A
14192,B
14193,B
14194,A
14195,C
14196,B
14197,A
14198,A
14199,C
14200,A
14201,A
14202,A
14203,A
14204,A
14205,C
14206,C
14207,B
14208,B
14209,B
14210,A
14211,B
14212,A
14213,A
14214,C
14215,C
14216,C
14217,A
14218,A
14219,A
14220,C
14221,A
14222,A
14223,A
14224,A
14225,A
14226,A
14227,A
14228,A
14229,A
14230,A
14231,B
14232,C
14233,A
14234,A
14235,A
14236,C
14237,A
14238,A
14239,C
14240,C
14241,B
14242,B
14243,A
14244,C
14245,A
14246,A
14247,A
14248,A
14249,C
14250,B
14251,A
14252,B
14253,A
14254,A
14255,A
14256,A
14257,A
14258,A
14259,C
14260,C
14261,B
14262,A
14263,A
14264,A
14265,A
14266,C
14267,A
14268,C
14269,B
14270,A
14271,A
14272,A
14273,A
14274,A
14275,B
14276,C
14277,B
14278,A
14279,C
14280,B
14281,B
14282,A
14283,A
14284,B
14285,A
14286,B
14287,A
14288,C
14289,A
14290,A
14291,A
14292,B
14293,A
14294,A
14295,A
14296,C
14297,C
14298,A
14299,C
14300,A
14301,A
14302,B
14303,A
14304,A
14305,C
14306,B
14307,A
14308,C
14309,A
14310,A
14311,A
14312,A
14313,A
14314,C
14315,A
14316,A
14317,A
14318,C
14319,A
14320,C
14321,C
14322,A
14323,A
14324,A
14325,A
14326,A
14327,A
14328,A
14329,A
14330,A
14331,A
14332,C
14333,A
14334,A
14335,B
14336,B
14337,A
14338,A
14339,C
14340,A
14341,A
14342,A
14343,B
14344,B
14345,C
14346,A
14347,C
14348,B
14349,A
14350,A
14351,C
14352,C
14353,B
14354,C
14355,A
14356,C
14357,A
14358,C
14359,A
14360,A
14361,B
14362,A
14363,A
14364,A
14365,A
14366,C
14367,A
14368,A
14369,A
14370,A
14371,C
14372,C
14373,A
14374,A
14375,C
14376,A
14377,A
14378,C
14379,C
14380,C
14381,A
14382,B
14383,A
14384,C
14385,A
14386,B
14387,B
14388,C
14389,C
14390,A
14391,C
14392,A
14393,B
14394,A
14395,A
14396,A
14397,A
14398,A
14399,B
14400,A
14401,C
14402,B
14403,C
14404,B
14405,C
14406,A
14407,B
14408,A
14409,C
14410,A
14411,B
14412,A
14413,B
14414,A
14415,B
14416,A
14417,C
14418,A
14419,B
14420,C
14421,C
14422,A
14423,C
14424,A
14425,A
14426,C
14427,C
14428,C
14429,B
14430,A
14431,B
14432,B
14433,A
14434,A
14435,A
14436,C
14437,A
14438,B
14439,A
14440,C
14441,A
14442,A
14443,A
14444,A
14445,A
14446,A
14447,C
14448,C
14449,A
14450,A
14451,A
14452,A
14453,A
14454,B
14455,A
14456,A
14457,B
14458,B
14459,C
14460,A
14461,A
14462,B
14463,A
14464,C
14465,A
14466,A
14467,C
14468,A
14469,A
14470,A
14471,A
14472,C
14473,A
14474,C
14475,C
14476,A
14477,A
14478,C
14479,A
14480,B
14481,C
14482,A
14483,A
14484,A
14485,C
14486,A
14487,A
14488,A
14489,A
14490,A
14491,A
14492,A
14493,C
14494,A
14495,A
14496,C
14497,C
14498,A
14499,A
14500,C
14501,C
14502,A
14503,A
14504,C
14505,A
14506,A
14507,A
14508,C
14509,A
14510,A
14511,A
14512,A
14513,C
14514,A
14515,C
14516,A
14517,A
14518,A
14519,C
14520,A
14521,C
14522,C
14523,A
14524,A
14525,C
14526,B
14527,A
14528,A
14529,A
14530,B
14531,B
14532,A
14533,C
14534,A
14535,C
14536,A
14537,A
14538,A
14539,C
14540,A
14541,A
14542,A
14543,A
14544,A
14545,C
14546,A
14547,A
14548,A
14549,C
14550,A
14551,A
14552,C
14553,A
14554,A
14555,A
14556,C
14557,A
14558,C
14559,A
14560,C
14561,A
14562,B
14563,B
14564,A
14565,B
14566,C
14567,C
14568,A
14569,C
14570,A
14571,A
14572,A
14573,A
14574,A
14575,B
14576,A
14577,A
14578,A
14579,B
14580,A
14581,A
14582,C
14583,A
14584,A
14585,A
14586,A
14587,A
14588,A
14589,A
14590,A
14591,B
14592,B
14593,A
14594,C
14595,C
14596,A
14597,A
14598,A
14599,A
14600,B
14601,A
14602,C
14603,C
14604,A
14605,C
14606,A
14607,A
14608,A
14609,A
14610,C
14611,A
14612,A
14613,C
14614,C
14615,A
14616,A
14617,A
14618,A
14619,A
14620,A
14621,A
14622,B
14623,A
14624,B
14625,A
14626,A
14627,A
14628,A
14629,B
14630,A
14631,A
14632,A
14633,A
14634,B
14635,C
14636,A
14637,A
14638,A
14639,A
14640,C
14641,A
14642,A
14643,A
14644,A
14645,B
14646,C
14647,C
14648,B
14649,B
14650,C
14651,A
14652,A
14653,C
14654,C
14655,A
14656,A
14657,B
14658,A
14659,B
14660,A
14661,A
14662,A
14663,A
14664,C
14665,A
14666,A
14667,B
14668,B
14669,B
14670,A
14671,A
14672,A
14673,C
14674,A
14675,A
14676,C
14677,A
14678,B
14679,C
14680,A
14681,B
14682,A
14683,A
14684,C
14685,A
14686,A
14687,C
14688,C
14689,A
14690,A
14691,A
14692,A
14693,C
14694,A
14695,B
14696,C
14697,B
14698,A
14699,A
14700,A
14701,A
14702,A
14703,B
14704,C
14705,B
14706,A
14707,A
14708,C
14709,A
14710,B
14711,A
14712,C
14713,B
14714,C
14715,C
14716,A
14717,C
14718,A
14719,C
14720,A
14721,C
14722,B
14723,A
14724,C
14725,B
14726,B
14727,A
14728,A
14729,C
14730,C
14731,A
14732,B
14733,A
14734,C
14735,A
14736,B
14737,B
14738,A
14739,A
14740,A
14741,A
14742,A
14743,A
14744,C
14745,B
14746,B
14747,A
14748,B
14749,A
14750,A
14751,A
14752,A
14753,A
14754,C
14755,A
14756,A
14757,C
14758,C
14759,A
14760,A
14761,A
14762,B
14763,A
14764,A
14765,C
14766,A
14767,A
14768,C
14769,B
14770,A
14771,A
14772,A
14773,A
14774,A
14775,C
14776,A
14777,B
14778,B
14779,B
14780,C
14781,B
14782,A
14783,A
14784,A
14785,A
14786,A
14787,A
14788,A
14789,C
14790,A
14791,A
14792,A
14793,A
14794,A
14795,A
14796,B
14797,A
14798,A
14799,A
14800,B
14801,B
14802,B
14803,A
14804,C
14805,A
14806,A
14807,A
14808,A
14809,A
14810,A
14811,A
14812,A
14813,A
14814,A
14815,B
14816,B
14817,C
14818,A
14819,A
14820,B
14821,B
14822,A
14823,A
14824,A
14825,A
14826,A
14827,A
14828,B
14829,B
14830,A
14831,A
14832,C
14833,A
14834,B
14835,A
14836,A
14837,A
14838,C
14839,A
14840,A
14841,B
14842,A
14843,C
14844,C
14845,A
14846,A
14847,B
14848,B
14849,A
14850,C
14851,C
14852,A
14853,A
14854,C
14855,A
14856,C
14857,B
14858,A
14859,A
14860,A
14861,C
14862,A
14863,C
14864,A
14865,B
14866,B
14867,A
14868,A
14869,A
14870,A
14871,A
14872,B
14873,C
14874,A
14875,A
14876,A
14877,A
14878,B
14879,A
14880,C
14881,C
14882,A
14883,B
14884,A
14885,C
14886,C
14887,C
14888,A
14889,A
14890,A
14891,A
14892,A
14893,A
14894,A
14895,C
14896,A
14897,A
14898,A
14899,B
14900,C
14901,A
14902,A
14903,C
14904,B
14905,A
14906,C
14907,B
14908,A
14909,A
14910,A
14911,A
14912,A
14913,A
14914,A
14915,A
14916,B
14917,A
14918,A
14919,C
14920,A
14921,A
14922,A
14923,B
14924,A
14925,C
14926,A
14927,C
14928,A
14929,A
14930,A
14931,B
14932,A
14933,A
14934,C
14935,A
14936,C
14937,B
14938,C
14939,A
14940,B
14941,C
14942,B
14943,A
14944,A
14945,B
14946,A
14947,C
14948,B
14949,B
14950,C
14951,A
14952,A
14953,C
14954,C
14955,B
14956,A
14957,A
14958,C
14959,A
14960,A
14961,A
14962,A
14963,C
14964,A
14965,B
14966,A
14967,B
14968,A
14969,A
14970,A
14971,A
14972,A
14973,A
14974,C
14975,A
14976,C
14977,A
14978,A
14979,A
14980,C
14981,A
14982,A
14983,A
14984,A
14985,A
14986,A
14987,A
14988,C
14989,A
14990,B
14991,A
14992,C
14993,B
14994,A
14995,A
14996,A
14997,C
14998,A
14999,B
15000,A
15001,A
15002,B
15003,C
15004,A
15005,B
15006,A
15007,A
15008,A
15009,A
15010,B
15011,C
15012,B
15013,A
15014,A
15015,A
15016,C
15017,A
15018,C
15019,B
15020,B
15021,A
15022,A
15023,C
15024,A
15025,A
15026,A
15027,A
15028,A
15029,C
15030,C
15031,A
15032,C
15033,C
15034,A
15035,A
15036,B
15037,A
15038,A
15039,A
15040,B
15041,A
15042,C
15043,A
15044,C
15045,A
15046,C
15047,C
15048,C
15049,C
15050,A
15051,C
15052,A
15053,B
15054,C
15055,C
15056,A
15057,A
15058,A
15059,B
15060,A
15061,A
15062,A
15063,A
15064,B
15065,B
15066,C
15067,C
15068,A
15069,A
15070,A
15071,A
15072,A
15073,C
15074,A
15075,A
15076,A
15077,C
15078,C
15079,A
15080,B
15081,A
15082,B
15083,A
15084,A
15085,A
15086,A
15087,A
15088,A
15089,A
15090,A
15091,A
15092,B
15093,A
15094,A
15095,A
15096,A
15097,A
15098,A
15099,B
15100,B
15101,C
15102,B
15103,B
15104,A
15105,A
15106,A
15107,C
15108,A
15109,A
15110,A
15111,C
15112,C
15113,C
15114,A
15115,A
15116,A
15117,A
15118,B
15119,A
15120,C
15121,B
15122,A
15123,B
15124,C
15125,A
15126,A
15127,C
15128,C
15129,A
15130,A
15131,A
15132,B
15133,A
15134,B
15135,C
15136,A
15137,A
15138,B
15139,C
15140,C
15141,A
15142,B
15143,A
15144,A
15145,A
15146,A
15147,A
15148,A
15149,B
15150,B
15151,C
15152,A
15153,A
15154,B
15155,B
15156,A
15157,B
15158,A
15159,A
15160,A
15161,A
15162,A
15163,C
15164,C
15165,A
15166,A
15167,C
15168,A
15169,A
15170,A
15171,B
15172,A
15173,A
15174,C
15175,C
15176,A
15177,C
15178,A
15179,A
15180,C
15181,A
15182,A
15183,A
15184,C
15185,C
15186,A
15187,A
15188,C
15189,A
15190,A
15191,A
15192,A
15193,C
15194,C
15195,A
15196,A
15197,A
15198,B
15199,A
15200,C
15201,A
15202,A
15203,A
15204,A
15205,A
15206,B
15207,A
15208,A
15209,A
15210,C
15211,C
15212,B
15213,A
15214,B
15215,C
15216,C
15217,A
15218,B
15219,B
15220,A
15221,B
15222,A
15223,A
15224,A
15225,C
15226,A
15227,C
15228,C
15229,A
15230,A
15231,A
15232,C
15233,A
15234,C
15235,A
15236,B
15237,A
15238,B
15239,C
15240,B
15241,A
15242,A
15243,B
15244,A
15245,C
15246,A
15247,C
15248,C
15249,A
15250,A
15251,A
15252,B
15253,A
15254,B
15255,A
15256,C
15257,A
15258,A
15259,C
15260,A
15261,A
15262,A
15263,C
15264,A
15265,B
15266,C
15267,B
15268,B
15269,C
15270,C
15271,B
15272,A
15273,A
15274,A
15275,B
15276,A
15277,C
15278,B
15279,B
15280,C
15281,A
15282,A
15283,B
15284,A
15285,B
15286,A
15287,A
15288,A
15289,A
15290,C
15291,C
15292,A
15293,B
15294,A
15295,C
15296,A
15297,C
15298,A
15299,B
15300,A
15301,A
15302,A
15303,A
15304,A
15305,A
15306,B
15307,C
15308,A
15309,C
15310,A
15311,A
15312,B
15313,A
15314,A
15315,C
15316,A
15317,A
15318,A
15319,A
15320,A
15321,A
15322,A
15323,B
15324,A
15325,B
15326,A
15327,A
15328,A
15329,C
15330,B
15331,C
15332,B
15333,C
15334,A
15335,A
15336,A
15337,A
15338,A
15339,C
15340,A
15341,C
15342,A
15343,B
15344,C
15345,C
15346,A
15347,A
15348,A
15349,C
15350,C
15351,A
15352,C
15353,C
15354,A
15355,B
15356,B
15357,A
15358,C
15359,A
15360,A
15361,B
15362,A
15363,C
15364,A
15365,B
15366,A
15367,A
15368,A
15369,A
15370,B
15371,B
15372,C
15373,A
15374,C
15375,A
15376,C
15377,A
15378,A
15379,A
15380,C
15381,A
15382,C
15383,C
15384,A
15385,A
15386,A
15387,C
15388,A
15389,A
15390,A
15391,A
15392,C
15393,C
15394,B
15395,C
15396,B
15397,B
15398,B
15399,A
15400,A
15401,B
15402,A
15403,A
15404,B
15405,C
15406,A
15407,A
15408,A
15409,B
15410,A
15411,A
15412,A
15413,C
15414,A
15415,A
15416,A
15417,A
15418,C
15419,C
15420,A
15421,A
15422,A
15423,A
15424,A
15425,A
15426,A
15427,B
15428,B
15429,B
15430,A
15431,B
15432,A
15433,C
15434,A
15435,B
15436,A
15437,A
15438,C
15439,C
15440,A
15441,A
15442,C
15443,A
15444,A
15445,A
15446,C
15447,B
15448,C
15449,B
15450,C
15451,A
15452,B
15453,C
15454,A
15455,A
15456,A
15457,A
15458,A
15459,C
15460,C
15461,A
15462,A
15463,A
15464,C
15465,A
15466,A
15467,B
15468,A
15469,A
15470,A
15471,A
15472,C
15473,A
15474,A
15475,C
15476,C
15477,A
15478,A
15479,A
15480,A
15481,A
15482,C
15483,A
15484,A
15485,A
15486,A
15487,B
15488,A
15489,A
15490,C
15491,A
15492,A
15493,C
15494,A
15495,C
15496,A
15497,C
15498,C
15499,C
15500,A
15501,A
15502,A
15503,C
15504,C
15505,B
15506,C
15507,B
15508,A
15509,B
15510,A
15511,A
15512,B
15513,C
15514,C
15515,A
15516,A
15517,B
15518,A
15519,A
15520,A
15521,A
15522,B
15523,A
15524,A
15525,C
15526,B
15527,A
15528,B
15529,C
15530,C
15531,C
15532,A
15533,A
15534,A
15535,A
15536,A
15537,A
15538,A
15539,C
15540,A
15541,C
15542,A
15543,A
15544,C
15545,A
15546,B
15547,A
15548,B
15549,A
15550,A
15551,C
15552,A
15553,A
15554,A
15555,A
15556,A
15557,A
15558,C
15559,A
15560,A
15561,C
15562,A
15563,B
15564,A
15565,C
15566,B
15567,A
15568,A
15569,B
15570,A
15571,A
15572,A
15573,C
15574,A
15575,A
15576,A
15577,A
15578,C
15579,B
15580,C
15581,B
15582,A
15583,A
15584,A
15585,A
15586,C
15587,C
15588,C
15589,C
15590,B
15591,A
15592,B
15593,B
15594,A
15595,C
15596,B
15597,A
15598,A
15599,B
15600,B
15601,A
15602,B
15603,A
15604,C
15605,A
15606,B
15607,A
15608,A
15609,A
15610,A
15611,A
15612,A
15613,B
15614,A
15615,C
15616,A
15617,C
15618,A
15619,A
15620,C
15621,A
15622,A
15623,C
15624,B
15625,A
15626,A
15627,C
15628,A
15629,A
15630,A
15631,A
15632,C
15633,B
15634,A
15635,A
15636,B
15637,A
15638,B
15639,A
15640,A
15641,B
15642,A
15643,C
15644,A
15645,A
15646,A
15647,A
15648,C
15649,B
15650,A
15651,B
15652,A
15653,B
15654,C
15655,A
15656,A
15657,C
15658,A
15659,A
15660,A
15661,A
15662,C
15663,A
15664,C
15665,C
15666,A
15667,B
15668,C
15669,A
15670,A
15671,A
15672,A
15673,A
15674,A
15675,C
15676,C
15677,C
15678,A
15679,B
15680,A
15681,C
15682,A
15683,A
15684,A
15685,A
15686,A
15687,A
15688,A
15689,C
15690,C
15691,C
15692,C
15693,A
15694,C
15695,B
15696,A
15697,C
15698,B
15699,C
15700,B
15701,A
15702,A
15703,C
15704,B
15705,A
15706,C
15707,A
15708,A
15709,A
15710,B
15711,B
15712,A
15713,A
15714,A
15715,B
15716,A
15717,C
15718,A
15719,A
15720,A
15721,A
15722,A
15723,A
15724,A
15725,A
15726,B
15727,B
15728,A
15729,C
15730,A
15731,B
15732,A
15733,A
15734,A
15735,C
15736,B
15737,A
15738,A
15739,A
15740,A
15741,A
15742,C
15743,A
15744,B
15745,A
15746,B
15747,A
15748,C
15749,C
15750,A
15751,A
15752,A
15753,A
15754,C
15755,C
15756,B
15757,A
15758,A
15759,B
15760,A
15761,A
15762,A
15763,A
15764,C
15765,A
15766,A
15767,B
15768,A
15769,A
15770,A
15771,C
15772,A
15773,C
15774,A
15775,A
15776,A
15777,A
15778,C
15779,A
15780,A
15781,B
15782,C
15783,A
15784,B
15785,A
15786,C
15787,C
15788,A
15789,B
15790,B
15791,A
15792,C
15793,A
15794,C
15795,B
15796,B
15797,B
15798,A
15799,C
15800,C
15801,A
15802,C
15803,A
15804,A
15805,A
15806,C
15807,B
15808,C
15809,C
15810,C
15811,C
15812,B
15813,C
15814,C
15815,A
15816,A
15817,B
15818,B
15819,A
15820,C
15821,C
15822,A
15823,C
15824,C
15825,C
15826,A
15827,C
15828,B
15829,C
15830,A
15831,C
15832,A
15833,C
15834,C
15835,C
15836,C
15837,C
15838,B
15839,A
15840,A
15841,C
15842,B
15843,C
15844,A
15845,A
15846,A
15847,C
15848,C
15849,C
15850,C
15851,C
15852,A
15853,C
15854,A
15855,A
15856,A
15857,A
15858,C
15859,A
15860,C
15861,C
15862,B
15863,B
15864,A
15865,A
15866,A
15867,A
15868,C
15869,A
15870,A
15871,B
15872,A
15873,A
15874,C
15875,A
15876,C
15877,A
15878,C
15879,A
15880,C
15881,B
15882,A
15883,C
15884,B
15885,C
15886,B
15887,B
15888,A
15889,B
15890,A
15891,A
15892,A
15893,A
15894,C
15895,B
15896,A
15897,C
15898,B
15899,C
15900,A
15901,B
15902,B
15903,C
15904,C
15905,C
15906,C
15907,B
15908,A
15909,A
15910,A
15911,B
15912,C
15913,C
15914,C
15915,A
15916,A
15917,A
15918,A
15919,C
15920,B
15921,C
15922,C
15923,C
15924,A
15925,B
15926,A
15927,C
15928,C
15929,C
15930,C
15931,B
15932,A
15933,A
15934,C
15935,C
15936,C
15937,C
15938,A
15939,B
15940,C
15941,C
15942,C
15943,A
15944,C
15945,A
15946,C
15947,C
15948,B
15949,B
15950,A
15951,C
15952,C
15953,C
15954,A
15955,B
15956,C
15957,A
15958,B
15959,C
15960,B
15961,A
15962,A
15963,A
15964,C
15965,C
15966,A
15967,C
15968,B
15969,B
15970,A
15971,A
15972,C
15973,A
15974,C
15975,C
15976,A
15977,A
15978,C
15979,A
15980,A
15981,C
15982,A
15983,B
15984,C
15985,A
15986,A
15987,A
15988,A
15989,A
15990,A
15991,A
15992,C
15993,A
15994,C
15995,B
15996,C
15997,B
15998,C
15999,A
16000,C
16001,A
16002,A
16003,A
16004,C
16005,B
16006,B
16007,B
16008,C
16009,A
16010,A
16011,A
16012,A
16013,A
16014,A
16015,B
16016,C
16017,B
16018,C
16019,A
16020,A
16021,B
16022,B
16023,A
16024,C
16025,C
16026,A
16027,C
16028,A
16029,A
16030,A
16031,A
16032,A
16033,A
16034,C
16035,C
16036,A
16037,B
16038,A
16039,A
16040,A
16041,C
16042,C
16043,A
16044,A
16045,C
16046,A
16047,C
16048,B
16049,A
16050,A
16051,C
16052,C
16053,C
16054,B
16055,C
16056,C
16057,C
16058,C
16059,C
16060,B
16061,A
16062,A
16063,A
16064,A
16065,C
16066,C
16067,A
16068,A
16069,A
16070,A
16071,C
16072,C
16073,A
16074,C
16075,A
16076,C
16077,A
16078,A
16079,C
16080,B
16081,A
16082,C
16083,C
16084,B
16085,B
16086,A
16087,A
16088,C
16089,A
16090,B
16091,B
16092,C
16093,A
16094,A
16095,A
16096,A
16097,C
16098,B
16099,B
16100,A
16101,A
16102,A
16103,A
16104,A
16105,C
16106,A
16107,A
16108,A
16109,A
16110,C
16111,A
16112,C
16113,A
16114,A
16115,B
16116,C
16117,B
16118,B
16119,A
16120,C
16121,A
16122,C
16123,C
16124,B
16125,B
16126,A
16127,B
16128,B
16129,C
16130,C
16131,C
16132,A
16133,A
16134,B
16135,A
16136,A
16137,A
16138,A
16139,C
16140,B
16141,C
16142,A
16143,A
16144,B
16145,B
16146,A
16147,A
16148,C
16149,C
16150,C
16151,B
16152,A
16153,A
16154,C
16155,A
16156,B
16157,A
16158,B
16159,B
16160,A
16161,A
16162,A
16163,B
16164,C
16165,B
16166,C
16167,A
16168,A
16169,C
16170,A
16171,A
16172,A
16173,A
16174,C
16175,A
16176,C
16177,C
16178,C
16179,B
16180,A
16181,B
16182,A
16183,A
16184,A
16185,B
16186,A
16187,A
16188,A
16189,B
16190,A
16191,B
16192,C
16193,A
16194,C
16195,B
16196,B
16197,A
16198,C
16199,C
16200,C
16201,B
16202,A
16203,C
16204,C
16205,A
16206,A
16207,A
16208,C
16209,C
16210,B
16211,C
16212,A
16213,C
16214,A
16215,C
16216,B
16217,A
16218,C
16219,C
16220,C
16221,A
16222,C
16223,A
16224,B
16225,C
16226,C
16227,C
16228,C
16229,C
16230,B
16231,A
16232,A
16233,C
16234,B
16235,C
16236,A
16237,C
16238,A
16239,A
16240,C
16241,C
16242,C
16243,C
16244,C
16245,C
16246,B
16247,A
16248,B
16249,B
16250,B
16251,A
16252,A
16253,B
16254,C
16255,A
16256,B
16257,C
16258,C
16259,C
16260,A
16261,C
16262,A
16263,A
16264,C
16265,A
16266,B
16267,A
16268,C
16269,C
16270,A
16271,A
16272,A
16273,C
16274,C
16275,C
16276,A
16277,A
16278,C
16279,A
16280,C
16281,A
16282,C
16283,C
16284,B
16285,A
16286,C
16287,C
16288,B
16289,B
16290,C
16291,A
16292,C
16293,A
16294,C
16295,A
16296,A
16297,C
16298,C
16299,A
16300,A
16301,C
16302,C
16303,A
16304,A
16305,A
16306,A
16307,B
16308,C
16309,B
16310,A
16311,A
16312,C
16313,C
16314,C
16315,A
16316,A
16317,B
16318,B
16319,B
16320,A
16321,B
16322,B
16323,A
16324,C
16325,B
16326,A
16327,A
16328,C
16329,C
16330,A
16331,A
16332,A
16333,C
16334,C
16335,A
16336,C
16337,A
16338,A
16339,C
16340,A
16341,C
16342,A
16343,C
16344,A
16345,A
16346,C
16347,A
16348,C
16349,A
16350,B
16351,C
16352,A
16353,C
16354,C
16355,A
16356,A
16357,C
16358,C
16359,C
16360,C
16361,A
16362,B
16363,C
16364,A
16365,A
16366,C
16367,A
16368,C
16369,B
16370,C
16371,B
16372,C
16373,C
16374,A
16375,B
16376,B
16377,B
16378,C
16379,C
16380,C
16381,A
16382,C
16383,C
16384,C
16385,A
16386,A
16387,A
16388,A
16389,A
16390,A
16391,A
16392,A
16393,A
16394,A
16395,C
16396,C
16397,A
16398,A
16399,B
16400,A
16401,A
16402,B
16403,C
16404,A
16405,A
16406,A
16407,B
16408,B
16409,C
16410,A
16411,C
16412,C
16413,B
16414,A
16415,C
16416,A
16417,C
16418,A
16419,A
16420,B
16421,A
16422,A
16423,A
16424,A
16425,A
16426,C
16427,A
16428,C
16429,A
16430,B
16431,A
16432,C
16433,A
16434,C
16435,A
16436,C
16437,C
16438,C
16439,A
16440,B
16441,A
16442,B
16443,C
16444,B
16445,C
16446,B
16447,C
16448,A
16449,C
16450,A
16451,A
16452,C
16453,C
16454,B
16455,A
16456,C
16457,C
16458,A
16459,C
16460,A
16461,C
16462,C
16463,C
16464,A
16465,A
16466,A
16467,A
16468,A
16469,A
16470,C
16471,B
16472,C
16473,A
16474,A
16475,C
16476,C
16477,C
16478,A
16479,A
16480,A
16481,C
